Time,nsteps,dt,dt CFL,dt Viscous,dt Capillary,dt Conduction,dt Interface,dt Surfactant,MIN_X_VELOCITY,MIN_Y_VELOCITY,MIN_Z_VELOCITY,MIN_VELOCITY_MAGNITUDE,MAX_X_VELOCITY,MAX_Y_VELOCITY,MAX_Z_VELOCITY,MAX_VELOCITY_MAGNITUDE,Kinetic Energy,Max(div(V)),FLUID_VOLUME,SOLID_VOLUME,1_TOTAL_VOLUME,2_TOTAL_VOLUME,1_WEST_MASS_FLUX,1_EAST_MASS_FLUX,1_FRONT_MASS_FLUX,1_BACK_MASS_FLUX,1_SOUTH_MASS_FLUX,1_NORTH_MASS_FLUX,2_WEST_MASS_FLUX,2_EAST_MASS_FLUX,2_FRONT_MASS_FLUX,2_BACK_MASS_FLUX,2_SOUTH_MASS_FLUX,2_NORTH_MASS_FLUX,1_CENTROID_X,1_CENTROID_Y,1_CENTROID_Z,2_CENTROID_X,2_CENTROID_Y,2_CENTROID_Z,RMIN_TO_CENTER,RMAX_TO_CENTER,(RMAX-RMIN)_TO_CENTER,RMIN_TO_AXIS,RMAX_TO_AXIS,(RMAX-RMIN)_TO_AXIS,INTERFACE_SURFACE_AREA,ptx(WEST) ,pty(WEST),ptz(WEST),ptx(FRONT) ,pty(FRONT),ptz(FRONT),ptx(SOUTH) ,pty(SOUTH),ptz(SOUTH),ptx(EAST) ,pty(EAST),ptz(EAST),ptx(BACK) ,pty(BACK),ptz(BACK),ptx(NORTH) ,pty(NORTH),ptz(NORTH),PRESSURE_ITERATION,PRESSURE_GMRES_COMP,PRESSURE_MG_RATE,PRESSURE_GAMMA,PRESSURE_RESIDUAL,PT_MVT_GLOBAL,INT_HO_RESIDUAL,TOTAL_ELEMENTS
  9.00000000E-03,      99,  9.09090909E-05,  4.20257845E-05,  4.96763743E-03,  5.77324904E-04,  0.00000000E+00,  4.22822051E-05,  0.00000000E+00, -1.59866282E+00, -1.59872090E+00, -6.23817056E-01,  5.96387395E-08,  1.59869884E+00,  1.59866577E+00,  7.16665534E-01,  1.69172220E+00,  6.26542893E-03,  1.10955196E+01,  9.59048278E-04,  2.43172165E-06,  4.43781911E-04,  5.17698089E-04,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00, -5.66882743E-10,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  5.01619597E-02,  5.01621116E-02,  4.08306663E-02,  3.68606145E-02,  3.68604842E-02,  8.57184715E-02,  6.50020715E-02,  1.36676002E-01,  7.16739301E-02,  2.93257566E-01,  0.00000000E+00,  2.93257566E-01,  3.48240483E-05,  0.00000000E+00,  0.00000000E+00,  4.50156250E-02,  0.00000000E+00,  0.00000000E+00,  4.32738398E-02,  7.00001432E-02,  7.00001432E-02,  6.96641811E-02,  8.60000000E-02,  0.00000000E+00,  1.67968750E-02,  0.00000000E+00,  8.60000000E-02,  7.32343750E-02,  7.00001407E-02,  7.00001429E-02,  7.00561100E-02,       4,       0,  7.64989869E-03,  1.13639724E-01,  3.79770120E-02,  1.73840156E-04,  9.06865706E-06,  117600
  1.80909091E-02,     199,  9.09090909E-05,  4.15800920E-05,  4.96763743E-03,  5.77324904E-04,  0.00000000E+00,  4.03054964E-05,  0.00000000E+00, -1.61585742E+00, -1.61584222E+00, -6.16257515E-01,  6.60393799E-08,  1.61584514E+00,  1.61585005E+00,  6.73125059E-01,  1.70211613E+00,  8.69249586E-03,  1.04014166E+01,  9.59048278E-04,  2.43172165E-06,  4.43778121E-04,  5.17701879E-04,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00, -7.41163249E-10,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  5.01626692E-02,  5.01629118E-02,  4.08316638E-02,  3.68601037E-02,  3.68598957E-02,  8.57172878E-02,  6.50021028E-02,  1.36676004E-01,  7.16739012E-02,  2.93257566E-01,  0.00000000E+00,  2.93257566E-01,  3.48295577E-05,  0.00000000E+00,  0.00000000E+00,  4.45282436E-02,  0.00000000E+00,  0.00000000E+00,  4.30384253E-02,  7.00001517E-02,  7.00001517E-02,  6.93269676E-02,  8.60000000E-02,  0.00000000E+00,  8.73506145E-03,  0.00000000E+00,  8.60000000E-02,  6.24839359E-02,  7.00001471E-02,  7.00001490E-02,  7.01270667E-02,       4,       0,  7.99400923E-03,  2.11820531E-01,  5.47538998E-02,  6.06051283E-05,  8.82733745E-06,  120358
  2.71818182E-02,     299,  9.09090909E-05,  3.79675011E-05,  4.96763743E-03,  5.77324904E-04,  0.00000000E+00,  4.08061899E-05,  0.00000000E+00, -1.76956736E+00, -1.76960553E+00, -6.33606656E-01,  2.87651391E-09,  1.76887122E+00,  1.76884197E+00,  5.80803419E-01,  1.76820533E+00,  1.06981132E-02,  1.08207076E+01,  9.59048278E-04,  2.43172165E-06,  4.43779828E-04,  5.17700172E-04,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00, -5.13192238E-10,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  5.01621969E-02,  5.01625622E-02,  4.08314064E-02,  3.68604646E-02,  3.68601515E-02,  8.57176564E-02,  6.50010139E-02,  1.36675293E-01,  7.16742787E-02,  2.93257566E-01,  0.00000000E+00,  2.93257566E-01,  3.48421465E-05,  0.00000000E+00,  0.00000000E+00,  4.31450301E-02,  0.00000000E+00,  0.00000000E+00,  4.30009316E-02,  6.99986715E-02,  6.99986715E-02,  6.88380848E-02,  8.60000000E-02,  0.00000000E+00,  4.78855692E-03,  0.00000000E+00,  8.60000000E-02,  4.83749136E-02,  6.99986683E-02,  6.99986674E-02,  7.02077590E-02,       4,       0,  9.95666239E-03,  1.33412197E-01,  6.36192569E-02,  1.53687121E-05,  9.21309228E-06,  121024
  3.62727273E-02,     399,  9.09090909E-05,  4.25157218E-05,  4.96763743E-03,  5.77324904E-04,  0.00000000E+00,  4.13810772E-05,  0.00000000E+00, -1.58028777E+00, -1.58024770E+00, -6.25840096E-01,  1.91558554E-09,  1.58029776E+00,  1.58025608E+00,  5.66244566E-01,  1.69032447E+00,  1.20233770E-02,  1.07523640E+01,  9.59048278E-04,  2.43172165E-06,  4.43781017E-04,  5.17698983E-04,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  3.65329491E-10,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  5.01618322E-02,  5.01623160E-02,  4.08314648E-02,  3.68607467E-02,  3.68603320E-02,  8.57177095E-02,  6.49995993E-02,  1.36674565E-01,  7.16749659E-02,  2.93257566E-01,  0.00000000E+00,  2.93257566E-01,  3.48618660E-05,  0.00000000E+00,  0.00000000E+00,  4.34430592E-02,  0.00000000E+00,  0.00000000E+00,  4.30168088E-02,  6.99971334E-02,  6.99971334E-02,  6.83641458E-02,  8.60000000E-02,  0.00000000E+00,  4.85656250E-03,  0.00000000E+00,  8.60000000E-02,  4.56869832E-02,  6.99971278E-02,  6.99971295E-02,  7.03120451E-02,       4,       0,  8.65067356E-03,  1.40376030E-01,  8.41526795E-02,  8.85503350E-05,  9.93470748E-06,  120956
  4.53636364E-02,     499,  9.09090909E-05,  3.88094545E-05,  4.96763743E-03,  5.77324904E-04,  0.00000000E+00,  4.01643375E-05,  0.00000000E+00, -1.73121475E+00, -1.73116639E+00, -6.25181393E-01,  2.61033969E-09,  1.72857885E+00,  1.72863852E+00,  5.24887280E-01,  1.75023541E+00,  1.30335529E-02,  9.17386660E+00,  9.59048278E-04,  2.43172165E-06,  4.43778464E-04,  5.17701536E-04,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00, -2.74035079E-10,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  5.01622471E-02,  5.01628642E-02,  4.08325871E-02,  3.68604566E-02,  3.68599277E-02,  8.57165261E-02,  6.49998024E-02,  1.36674585E-01,  7.16747827E-02,  2.93257566E-01,  0.00000000E+00,  2.93257566E-01,  3.48865010E-05,  0.00000000E+00,  0.00000000E+00,  4.36317363E-02,  0.00000000E+00,  0.00000000E+00,  4.30039870E-02,  6.99971864E-02,  6.99971864E-02,  6.79826260E-02,  8.60000000E-02,  0.00000000E+00,  6.04762676E-03,  0.00000000E+00,  8.60000000E-02,  3.87360321E-02,  6.99971835E-02,  6.99971793E-02,  7.04310704E-02,       7,       0,  6.02661541E-02,  2.44136632E-01,  1.08598288E-02,  1.54667544E-05,  8.12207247E-06,  121448
  5.44545455E-02,     599,  9.09090909E-05,  3.83234504E-05,  4.96763743E-03,  5.77324904E-04,  0.00000000E+00,  4.20396345E-05,  0.00000000E+00, -1.75284114E+00, -1.75216288E+00, -6.71355774E-01,  4.40303956E-10,  1.75242184E+00,  1.75316939E+00,  5.72972276E-01,  1.76303478E+00,  1.41634729E-02,  1.07733679E+01,  9.59048278E-04,  2.43172165E-06,  4.43781000E-04,  5.17699000E-04,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  4.34775974E-10,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  5.01615617E-02,  5.01623340E-02,  4.08324336E-02,  3.68609791E-02,  3.68603170E-02,  8.57168776E-02,  6.50002643E-02,  1.36674635E-01,  7.16743705E-02,  2.93257566E-01,  0.00000000E+00,  2.93257566E-01,  3.49092158E-05,  0.00000000E+00,  0.00000000E+00,  4.36661534E-02,  0.00000000E+00,  0.00000000E+00,  4.32417945E-02,  6.99972983E-02,  6.99972983E-02,  6.76967616E-02,  8.60000000E-02,  0.00000000E+00,  7.67460197E-03,  0.00000000E+00,  8.60000000E-02,  3.22509366E-02,  6.99972945E-02,  6.99972920E-02,  7.05042388E-02,       4,       0,  6.17355156E-03,  8.29853702E-02,  1.53868184E-02,  5.81188333E-05,  7.60906008E-06,  122224
  6.35454545E-02,     699,  9.09090909E-05,  4.14746755E-05,  4.96763743E-03,  5.77324904E-04,  0.00000000E+00,  4.31642677E-05,  0.00000000E+00, -1.61995468E+00, -1.61992037E+00, -7.25117655E-01,  1.32877118E-08,  1.61994733E+00,  1.61996445E+00,  6.09350461E-01,  1.78931327E+00,  1.52522016E-02,  1.67691482E+01,  9.59048278E-04,  2.43172165E-06,  4.43783540E-04,  5.17696460E-04,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  4.09219563E-10,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  5.01608921E-02,  5.01617866E-02,  4.08321970E-02,  3.68614878E-02,  3.68607210E-02,  8.57173006E-02,  6.50004344E-02,  1.36674653E-01,  7.16742187E-02,  2.93257566E-01,  0.00000000E+00,  2.93257566E-01,  3.49274954E-05,  0.00000000E+00,  0.00000000E+00,  4.36374006E-02,  0.00000000E+00,  0.00000000E+00,  4.37049224E-02,  6.99973412E-02,  6.99973412E-02,  6.74854015E-02,  8.60000000E-02,  0.00000000E+00,  7.76107638E-03,  0.00000000E+00,  8.60000000E-02,  3.15802082E-02,  6.99973367E-02,  6.99973326E-02,  7.05490965E-02,       4,       0,  8.13178828E-03,  2.05564126E-01,  6.62713636E-02,  1.14086847E-04,  9.31386220E-06,  122470
  7.26363636E-02,     799,  9.09090909E-05,  3.84971709E-05,  4.96763743E-03,  5.77324904E-04,  0.00000000E+00,  4.14963456E-05,  0.00000000E+00, -1.74523448E+00, -1.74525812E+00, -7.08542887E-01,  1.08054813E-08,  1.74513342E+00,  1.74509910E+00,  5.78576908E-01,  1.75019605E+00,  1.58224104E-02,  1.56321917E+01,  9.59048278E-04,  2.43172165E-06,  4.43785819E-04,  5.17694181E-04,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  4.90544607E-10,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  5.01602442E-02,  5.01612933E-02,  4.08318646E-02,  3.68619847E-02,  3.68610853E-02,  8.57177831E-02,  6.50010011E-02,  1.36674716E-01,  7.16737147E-02,  2.93257566E-01,  0.00000000E+00,  2.93257566E-01,  3.49390904E-05,  0.00000000E+00,  0.00000000E+00,  4.36718750E-02,  0.00000000E+00,  0.00000000E+00,  4.36718750E-02,  6.99974805E-02,  6.99974805E-02,  6.73373795E-02,  8.60000000E-02,  0.00000000E+00,  9.40625000E-03,  0.00000000E+00,  8.60000000E-02,  2.82187500E-02,  6.99974778E-02,  6.99974710E-02,  7.05987392E-02,       4,       0,  9.86808763E-03,  1.24027713E-01,  7.17130668E-02,  1.74777721E-04,  8.64675399E-06,  122652
  8.17272727E-02,     899,  9.09090909E-05,  3.91678267E-05,  4.96763743E-03,  5.77324904E-04,  0.00000000E+00,  4.12907954E-05,  0.00000000E+00, -1.71484372E+00, -1.71537473E+00, -6.85578020E-01,  8.06252514E-08,  1.71455257E+00,  1.71394381E+00,  5.96667169E-01,  1.73700617E+00,  1.64958819E-02,  1.17131755E+01,  9.59048278E-04,  2.43172165E-06,  4.43781565E-04,  5.17698435E-04,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  6.56280479E-10,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  5.01609403E-02,  5.01621449E-02,  4.08329652E-02,  3.68614972E-02,  3.68604646E-02,  8.57164708E-02,  6.50019736E-02,  1.36675084E-01,  7.16731104E-02,  2.93257566E-01,  0.00000000E+00,  2.93257566E-01,  3.49427752E-05,  0.00000000E+00,  0.00000000E+00,  4.35077983E-02,  0.00000000E+00,  0.00000000E+00,  4.36849688E-02,  6.99982507E-02,  6.99982507E-02,  6.72508120E-02,  8.60000000E-02,  0.00000000E+00,  1.10727175E-02,  0.00000000E+00,  8.60000000E-02,  2.41895915E-02,  6.99982455E-02,  6.99982419E-02,  7.06121908E-02,       4,       0,  8.55379769E-03,  1.50405072E-01,  8.86210172E-02,  5.91717192E-05,  8.94038115E-06,  122704
